STATE,Facility_Count,Total_Resident_Days,Total_HPRD,Median_Total_HPRD,RN_HPRD,Median_RN_HPRD,Nurse_Care_HPRD,Median_Nurse_Care_HPRD,RN_Care_HPRD,Median_RN_Care_HPRD,Nurse_Assistant_HPRD,Median_Nurse_Assistant_HPRD,Contract_Staff_Percentage,Median_Contract_Staff_Percentage,RN_Admin_HPRD,Median_RN_Admin_HPRD,RN_DON_HPRD,Median_RN_DON_HPRD,LPN_HPRD,Median_LPN_HPRD,LPN_Admin_HPRD,Median_LPN_Admin_HPRD,CNA_HPRD,Median_CNA_HPRD,NAtr_HPRD,Median_NAtr_HPRD,MedAide_HPRD,Median_MedAide_HPRD,CY_Qtr
SD,94,436031.0,3.793,3.659,0.799,0.75,1.276,1.229,0.533,0.485,2.517,2.389,9.151,1.622,0.173,0.12,0.093,0.104,0.449,0.411,0.028,0.0,2.125,2.078,0.077,0.0,0.315,0.188,2024Q2
SD,94,443477.0,3.753,3.646,0.788,0.75,1.268,1.223,0.525,0.487,2.485,2.381,9.279,1.885,0.167,0.119,0.096,0.108,0.45,0.421,0.03,0.0,2.076,2.07,0.083,0.0,0.326,0.205,2024Q3
TN,292,2320491.0,3.665,3.638,0.513,0.49,1.593,1.58,0.305,0.272,2.072,2.052,2.144,0.0,0.152,0.12,0.057,0.063,1.006,0.977,0.074,0.0,2.021,2.006,0.051,0.0,0.0,0.0,2017Q1
TN,289,2306204.0,3.683,3.666,0.514,0.48,1.586,1.571,0.312,0.273,2.097,2.074,4.409,0.0,0.144,0.107,0.058,0.073,0.992,0.972,0.08,0.0,2.044,2.024,0.001,0.0,0.053,0.0,2017Q2
TN,299,2410766.0,3.709,3.652,0.512,0.485,1.577,1.553,0.319,0.283,2.133,2.08,3.27,0.0,0.137,0.103,0.057,0.07,0.99,0.959,0.075,0.0,2.067,2.026,0.065,0.0,0.001,0.0,2017Q3
TN,297,2399241.0,3.722,3.651,0.504,0.473,1.589,1.566,0.319,0.279,2.133,2.075,0.854,0.0,0.129,0.095,0.056,0.068,1.007,0.976,0.077,0.0,2.069,2.014,0.063,0.0,0.001,0.0,2017Q4
TN,307,2409505.0,3.714,3.66,0.522,0.497,1.622,1.604,0.325,0.285,2.093,2.045,1.339,0.0,0.138,0.111,0.059,0.073,1.02,0.992,0.081,0.0,2.037,1.992,0.055,0.0,0.001,0.0,2018Q1
TN,305,2415809.0,3.768,3.722,0.533,0.506,1.638,1.621,0.345,0.295,2.129,2.086,1.427,0.0,0.13,0.108,0.058,0.073,1.015,0.993,0.091,0.042,2.065,2.024,0.064,0.0,0.0,0.0,2018Q2
TN,311,2458668.0,3.75,3.693,0.534,0.499,1.62,1.602,0.347,0.297,2.13,2.086,1.237,0.0,0.129,0.105,0.059,0.073,0.993,0.967,0.093,0.024,2.061,2.021,0.069,0.0,0.0,0.0,2018Q3
TN,307,2433558.0,3.715,3.665,0.527,0.491,1.612,1.594,0.337,0.286,2.102,2.057,1.116,0.0,0.132,0.107,0.058,0.073,0.997,0.981,0.088,0.0,2.036,1.99,0.066,0.0,0.001,0.0,2018Q4
TN,311,2430673.0,3.694,3.657,0.533,0.509,1.64,1.628,0.336,0.292,2.054,2.014,1.373,0.0,0.14,0.119,0.058,0.071,1.004,0.977,0.102,0.058,1.994,1.959,0.06,0.0,0.0,0.0,2019Q1
TN,311,2446784.0,3.705,3.668,0.533,0.514,1.637,1.624,0.338,0.296,2.068,2.027,1.391,0.0,0.138,0.121,0.057,0.07,1.003,0.979,0.101,0.059,2.004,1.971,0.063,0.0,0.0,0.0,2019Q2
TN,308,2430072.0,3.709,3.665,0.54,0.513,1.632,1.616,0.348,0.3,2.078,2.045,1.322,0.0,0.135,0.114,0.057,0.069,0.993,0.968,0.099,0.056,2.008,1.985,0.069,0.0,0.0,0.0,2019Q3
TN,312,2465159.0,3.706,3.655,0.529,0.506,1.636,1.628,0.341,0.297,2.07,2.031,1.651,0.0,0.13,0.107,0.058,0.071,1.007,0.981,0.1,0.057,2.01,1.978,0.059,0.0,0.001,0.0,2019Q4
TN,274,2156279.0,3.752,3.705,0.553,0.519,1.665,1.657,0.356,0.31,2.087,2.044,1.728,0.0,0.138,0.116,0.058,0.073,1.01,0.98,0.102,0.061,2.028,1.991,0.058,0.0,0.002,0.0,2020Q1
TN,310,2233799.0,3.883,3.824,0.566,0.547,1.724,1.713,0.361,0.321,2.159,2.107,1.584,0.0,0.14,0.116,0.065,0.08,1.05,1.012,0.107,0.055,2.069,2.024,0.088,0.0,0.002,0.0,2020Q2
TN,309,2214131.0,3.812,3.768,0.574,0.553,1.722,1.709,0.372,0.337,2.09,2.053,2.007,0.0,0.138,0.118,0.064,0.079,1.039,1.003,0.109,0.059,1.988,1.949,0.101,0.0,0.001,0.0,2020Q3
TN,308,2111881.0,3.905,3.889,0.588,0.564,1.762,1.755,0.373,0.334,2.143,2.123,2.735,0.0,0.148,0.125,0.066,0.081,1.06,1.033,0.114,0.07,2.028,2.016,0.114,0.0,0.002,0.0,2020Q4
TN,309,2011976.0,3.894,3.894,0.592,0.576,1.781,1.782,0.374,0.337,2.113,2.076,3.23,0.0,0.147,0.12,0.07,0.087,1.071,1.048,0.118,0.066,2.009,1.992,0.103,0.0,0.002,0.0,2021Q1
TN,308,2099817.0,3.688,3.672,0.555,0.541,1.684,1.684,0.346,0.313,2.004,1.971,4.169,0.0,0.142,0.116,0.067,0.081,1.012,0.983,0.117,0.073,1.892,1.874,0.11,0.0,0.001,0.0,2021Q2
TN,305,2144824.0,3.623,3.599,0.549,0.531,1.65,1.65,0.347,0.314,1.973,1.942,5.994,0.0,0.137,0.113,0.065,0.079,0.996,0.976,0.105,0.047,1.845,1.82,0.126,0.0,0.002,0.0,2021Q3
TN,307,2165159.0,3.661,3.639,0.526,0.501,1.646,1.64,0.327,0.29,2.015,1.979,8.73,0.0,0.134,0.111,0.064,0.078,1.018,0.994,0.103,0.034,1.888,1.856,0.125,0.0,0.002,0.0,2021Q4
TN,311,2138380.0,3.591,3.603,0.53,0.506,1.651,1.657,0.328,0.297,1.939,1.926,10.641,0.0,0.136,0.111,0.066,0.081,1.017,1.0,0.105,0.047,1.858,1.848,0.079,0.0,0.003,0.0,2022Q1
TN,308,2153706.0,3.381,3.536,0.482,0.46,1.518,1.584,0.301,0.276,1.863,1.931,11.59,0.0,0.12,0.092,0.061,0.075,0.943,0.957,0.093,0.0,1.753,1.819,0.107,0.0,0.003,0.0,2022Q2
TN,309,2194091.0,3.662,3.639,0.515,0.489,1.637,1.637,0.324,0.293,2.025,1.993,11.949,0.0,0.129,0.099,0.062,0.079,1.022,0.997,0.1,0.035,1.899,1.879,0.123,0.0,0.003,0.0,2022Q3
TN,307,2208149.0,3.641,3.596,0.509,0.482,1.625,1.612,0.323,0.29,2.016,1.966,11.492,0.0,0.126,0.096,0.06,0.075,1.018,0.989,0.098,0.0,1.913,1.879,0.097,0.0,0.005,0.0,2022Q4
TN,303,2189426.0,3.6,3.584,0.523,0.49,1.626,1.627,0.329,0.293,1.974,1.942,9.524,0.0,0.133,0.101,0.062,0.079,1.002,0.985,0.1,0.041,1.874,1.849,0.094,0.0,0.006,0.0,2023Q1
TN,302,2212820.0,3.632,3.613,0.526,0.496,1.619,1.622,0.331,0.291,2.013,1.969,8.001,0.0,0.132,0.103,0.063,0.079,0.993,0.974,0.101,0.041,1.918,1.89,0.089,0.0,0.006,0.0,2023Q2
TN,302,2251890.0,3.662,3.619,0.53,0.496,1.623,1.623,0.336,0.29,2.039,1.987,7.173,0.0,0.133,0.098,0.062,0.078,0.993,0.975,0.1,0.051,1.953,1.911,0.08,0.0,0.006,0.0,2023Q3
TN,301,2252091.0,3.665,3.63,0.529,0.5,1.618,1.621,0.336,0.294,2.047,2.009,6.789,0.0,0.132,0.099,0.061,0.076,0.997,0.979,0.092,0.0,1.976,1.946,0.065,0.0,0.005,0.0,2023Q4
TN,300,2250693.0,3.64,3.628,0.535,0.515,1.626,1.638,0.341,0.307,2.014,1.983,6.549,0.0,0.133,0.105,0.061,0.078,0.995,0.982,0.097,0.048,1.945,1.923,0.063,0.0,0.006,0.0,2024Q1
TN,300,2238734.0,3.683,3.669,0.537,0.52,1.627,1.647,0.343,0.308,2.056,2.027,5.967,0.0,0.133,0.105,0.061,0.078,0.991,0.984,0.099,0.058,1.986,1.963,0.063,0.0,0.006,0.0,2024Q2
TN,301,2255111.0,3.739,3.685,0.558,0.537,1.641,1.638,0.353,0.316,2.098,2.057,5.353,0.0,0.143,0.105,0.062,0.078,0.982,0.961,0.102,0.06,2.026,1.993,0.067,0.0,0.005,0.0,2024Q3
TX,981,7173540.0,3.195,3.215,0.285,0.252,1.254,1.256,0.16,0.13,1.941,1.937,0.576,0.0,0.061,0.0,0.064,0.071,0.843,0.842,0.126,0.078,1.647,1.662,0.048,0.0,0.246,0.25,2017Q1
TX,1095,7916252.0,3.331,3.317,0.3,0.267,1.308,1.307,0.167,0.134,2.023,1.997,9.887,8.986,0.068,0.0,0.065,0.075,0.866,0.862,0.142,0.112,1.72,1.708,0.248,0.253,0.055,0.0,2017Q2
TX,1117,8196679.0,3.308,3.293,0.303,0.269,1.295,1.291,0.175,0.142,2.013,1.992,0.457,0.0,0.066,0.0,0.062,0.072,0.853,0.848,0.139,0.106,1.712,1.702,0.053,0.0,0.249,0.255,2017Q3
TX,1025,7595763.0,3.303,3.297,0.308,0.271,1.295,1.292,0.177,0.142,2.007,1.993,0.543,0.0,0.07,0.0,0.062,0.072,0.846,0.84,0.142,0.11,1.709,1.705,0.048,0.0,0.25,0.257,2017Q4
TX,1133,8064626.0,3.319,3.301,0.316,0.282,1.329,1.328,0.182,0.152,1.99,1.961,0.693,0.0,0.068,0.0,0.066,0.076,0.864,0.855,0.149,0.124,1.709,1.693,0.036,0.0,0.245,0.252,2018Q1
TX,1133,8094409.0,3.331,3.312,0.319,0.285,1.328,1.325,0.186,0.156,2.003,1.972,0.932,0.0,0.067,0.0,0.066,0.078,0.863,0.855,0.146,0.116,1.716,1.7,0.04,0.0,0.247,0.251,2018Q2
TX,1175,8379837.0,3.384,3.334,0.327,0.288,1.34,1.329,0.195,0.163,2.044,1.997,0.731,0.0,0.065,0.0,0.066,0.078,0.868,0.859,0.146,0.119,1.749,1.717,0.043,0.0,0.252,0.257,2018Q3
TX,1179,8394167.0,3.374,3.329,0.332,0.29,1.346,1.334,0.198,0.165,2.027,1.988,1.074,0.0,0.066,0.0,0.068,0.081,0.869,0.861,0.146,0.12,1.736,1.707,0.041,0.0,0.251,0.254,2018Q4
TX,1189,8285514.0,3.345,3.315,0.343,0.3,1.357,1.345,0.206,0.168,1.988,1.955,0.97,0.0,0.069,0.0,0.068,0.081,0.864,0.856,0.15,0.131,1.7,1.678,0.037,0.0,0.251,0.255,2019Q1
TX,1182,8334323.0,3.374,3.343,0.353,0.313,1.366,1.352,0.217,0.178,2.008,1.972,1.129,0.0,0.067,0.0,0.068,0.081,0.863,0.851,0.15,0.131,1.719,1.698,0.037,0.0,0.252,0.254,2019Q2
TX,1184,8417134.0,3.382,3.344,0.358,0.318,1.365,1.347,0.224,0.183,2.017,1.982,0.949,0.0,0.066,0.0,0.068,0.081,0.858,0.846,0.149,0.132,1.728,1.708,0.039,0.0,0.25,0.248,2019Q3
TX,1163,8312340.0,3.37,3.329,0.36,0.321,1.364,1.35,0.227,0.19,2.005,1.971,0.991,0.0,0.065,0.0,0.068,0.081,0.856,0.848,0.148,0.134,1.72,1.698,0.037,0.0,0.249,0.247,2019Q4
TX,940,6492828.0,3.394,3.355,0.374,0.333,1.397,1.374,0.237,0.198,1.998,1.97,0.969,0.0,0.067,0.0,0.07,0.081,0.87,0.861,0.152,0.139,1.714,1.69,0.037,0.0,0.247,0.245,2020Q1
TX,1161,7545627.0,3.507,3.453,0.385,0.343,1.454,1.438,0.238,0.198,2.053,2.013,1.355,0.0,0.071,0.0,0.076,0.089,0.906,0.896,0.163,0.151,1.729,1.705,0.067,0.0,0.257,0.252,2020Q2
TX,1157,7107669.0,3.571,3.521,0.416,0.375,1.524,1.51,0.263,0.222,2.047,2.011,1.953,0.0,0.073,0.0,0.08,0.094,0.942,0.933,0.166,0.148,1.696,1.672,0.089,0.0,0.262,0.253,2020Q3
TX,1155,6934082.0,3.637,3.589,0.418,0.374,1.546,1.531,0.271,0.226,2.09,2.044,2.607,0.0,0.068,0.0,0.08,0.094,0.966,0.953,0.162,0.133,1.72,1.695,0.11,0.0,0.26,0.25,2020Q4
TX,1175,6750118.0,3.576,3.531,0.411,0.368,1.539,1.53,0.261,0.217,2.038,2.0,3.504,0.0,0.067,0.0,0.083,0.097,0.965,0.953,0.163,0.135,1.671,1.651,0.106,0.0,0.26,0.251,2021Q1
TX,1177,7001541.0,3.406,3.375,0.392,0.353,1.46,1.452,0.246,0.207,1.946,1.919,3.618,0.0,0.067,0.0,0.079,0.093,0.91,0.901,0.158,0.129,1.585,1.574,0.112,0.0,0.25,0.242,2021Q2
TX,1184,7299938.0,3.299,3.286,0.376,0.338,1.4,1.402,0.233,0.196,1.9,1.882,4.735,0.0,0.066,0.0,0.077,0.089,0.868,0.858,0.156,0.125,1.533,1.532,0.122,0.0,0.245,0.238,2021Q3
TX,1141,6950359.0,3.312,3.286,0.359,0.322,1.378,1.375,0.224,0.19,1.934,1.905,5.426,0.0,0.059,0.0,0.076,0.089,0.867,0.853,0.152,0.127,1.563,1.551,0.125,0.0,0.246,0.239,2021Q4
TX,1179,7251923.0,3.295,3.28,0.355,0.323,1.376,1.373,0.219,0.187,1.919,1.898,6.946,0.0,0.06,0.0,0.076,0.089,0.869,0.854,0.152,0.129,1.533,1.519,0.139,0.0,0.246,0.239,2022Q1
TX,1154,7241394.0,3.307,3.294,0.346,0.316,1.359,1.363,0.212,0.183,1.948,1.924,6.892,0.0,0.058,0.0,0.076,0.089,0.86,0.855,0.153,0.131,1.557,1.542,0.146,0.0,0.245,0.241,2022Q2
TX,1158,7445434.0,3.296,3.281,0.339,0.31,1.358,1.36,0.207,0.179,1.938,1.91,7.121,0.0,0.057,0.0,0.076,0.088,0.863,0.856,0.156,0.138,1.565,1.551,0.128,0.0,0.245,0.238,2022Q3
TX,1178,7658548.0,3.239,3.229,0.332,0.3,1.327,1.33,0.208,0.179,1.911,1.894,6.938,0.0,0.054,0.0,0.07,0.082,0.846,0.843,0.15,0.127,1.568,1.565,0.094,0.0,0.249,0.242,2022Q4
TX,1168,7565018.0,3.244,3.223,0.338,0.308,1.342,1.338,0.21,0.181,1.901,1.877,6.425,0.0,0.058,0.0,0.07,0.081,0.834,0.835,0.17,0.142,1.554,1.546,0.101,0.0,0.247,0.241,2023Q1
TX,1167,7617409.0,3.26,3.244,0.344,0.316,1.337,1.338,0.219,0.191,1.922,1.896,5.117,0.0,0.053,0.0,0.073,0.084,0.835,0.83,0.158,0.14,1.57,1.565,0.102,0.0,0.25,0.246,2023Q2
TX,1167,7804933.0,3.231,3.212,0.347,0.319,1.322,1.32,0.224,0.199,1.91,1.884,4.417,0.0,0.051,0.0,0.071,0.082,0.821,0.815,0.154,0.136,1.567,1.558,0.095,0.0,0.248,0.242,2023Q3
TX,1172,7861344.0,3.26,3.225,0.353,0.323,1.33,1.328,0.23,0.203,1.93,1.892,4.297,0.0,0.052,0.0,0.071,0.083,0.83,0.823,0.147,0.121,1.588,1.571,0.091,0.0,0.251,0.248,2023Q4
TX,1164,7802109.0,3.253,3.229,0.364,0.334,1.342,1.342,0.238,0.208,1.91,1.879,4.089,0.0,0.053,0.0,0.073,0.085,0.825,0.822,0.153,0.139,1.576,1.564,0.086,0.0,0.249,0.247,2024Q1
TX,1168,7808359.0,3.295,3.271,0.378,0.348,1.353,1.353,0.247,0.217,1.942,1.908,3.567,0.0,0.054,0.0,0.076,0.087,0.821,0.824,0.154,0.135,1.604,1.593,0.088,0.0,0.25,0.25,2024Q2
TX,1163,7945951.0,3.301,3.268,0.381,0.351,1.336,1.334,0.253,0.222,1.966,1.924,3.019,0.0,0.055,0.0,0.073,0.085,0.802,0.802,0.153,0.14,1.621,1.606,0.098,0.0,0.247,0.248,2024Q3
UT,85,449202.0,3.897,3.779,0.993,0.918,1.528,1.479,0.728,0.668,2.369,2.298,1.609,0.0,0.184,0.131,0.081,0.093,0.497,0.479,0.038,0.0,2.233,2.171,0.133,0.0,0.004,0.0,2017Q1
UT,87,431473.0,3.978,3.905,0.985,0.946,1.524,1.5,0.721,0.703,2.454,2.404,6.457,0.961,0.178,0.118,0.086,0.099,0.498,0.489,0.042,0.0,2.265,2.218,0.005,0.0,0.185,0.0,2017Q2
UT,94,487837.0,3.894,3.807,0.945,0.89,1.496,1.469,0.689,0.636,2.398,2.332,1.799,0.0,0.171,0.114,0.086,0.095,0.508,0.504,0.043,0.0,2.217,2.163,0.172,0.0,0.01,0.0,2017Q3
UT,95,479915.0,3.908,3.833,0.972,0.916,1.52,1.493,0.7,0.662,2.387,2.314,2.162,0.0,0.184,0.131,0.087,0.096,0.509,0.49,0.04,0.0,2.247,2.207,0.131,0.0,0.009,0.0,2017Q4
UT,98,475206.0,3.989,3.922,1.004,0.943,1.56,1.523,0.728,0.694,2.429,2.382,2.385,0.0,0.183,0.136,0.093,0.107,0.514,0.488,0.042,0.0,2.301,2.284,0.122,0.0,0.006,0.0,2018Q1
UT,99,498988.0,4.04,3.954,0.995,0.94,1.585,1.552,0.711,0.677,2.455,2.387,2.518,0.0,0.194,0.137,0.09,0.101,0.549,0.537,0.041,0.0,2.314,2.266,0.135,0.0,0.006,0.0,2018Q2
UT,99,504965.0,4.047,3.95,1.039,0.97,1.603,1.552,0.747,0.706,2.444,2.394,2.862,0.0,0.201,0.136,0.09,0.101,0.527,0.505,0.037,0.0,2.296,2.244,0.143,0.0,0.005,0.0,2018Q3
UT,98,506120.0,4.004,3.903,1.049,0.987,1.594,1.545,0.754,0.71,2.411,2.35,3.01,0.0,0.203,0.154,0.092,0.108,0.511,0.495,0.034,0.0,2.271,2.206,0.136,0.0,0.004,0.0,2018Q4
UT,100,512440.0,4.006,3.918,1.058,0.991,1.61,1.568,0.776,0.73,2.396,2.333,3.868,0.0,0.19,0.14,0.092,0.11,0.512,0.495,0.04,0.0,2.252,2.199,0.141,0.0,0.004,0.0,2019Q1
UT,99,509948.0,4.024,3.944,1.053,0.994,1.606,1.566,0.769,0.718,2.418,2.361,4.368,0.0,0.193,0.129,0.091,0.1,0.514,0.495,0.04,0.0,2.276,2.215,0.137,0.0,0.004,0.0,2019Q2
UT,97,512776.0,4.068,3.951,1.065,0.996,1.617,1.57,0.782,0.732,2.451,2.354,3.96,0.0,0.194,0.146,0.089,0.099,0.509,0.493,0.043,0.0,2.31,2.212,0.138,0.0,0.003,0.0,2019Q3
UT,97,517649.0,3.972,3.888,1.039,0.978,1.579,1.533,0.77,0.717,2.393,2.328,4.92,0.0,0.181,0.132,0.088,0.101,0.497,0.483,0.043,0.0,2.263,2.211,0.124,0.0,0.005,0.0,2019Q4
UT,91,489260.0,4.018,3.929,1.061,1.011,1.601,1.555,0.787,0.733,2.417,2.349,5.448,0.0,0.188,0.138,0.085,0.096,0.496,0.49,0.044,0.0,2.299,2.236,0.113,0.0,0.005,0.0,2020Q1
UT,94,463764.0,4.197,4.053,1.075,1.005,1.644,1.58,0.79,0.733,2.553,2.462,4.234,0.0,0.188,0.143,0.098,0.111,0.517,0.519,0.052,0.0,2.376,2.289,0.171,0.0,0.007,0.0,2020Q2
UT,93,454038.0,4.187,4.07,1.119,1.074,1.68,1.641,0.825,0.783,2.507,2.423,4.265,0.0,0.194,0.147,0.1,0.111,0.505,0.493,0.057,0.0,2.319,2.222,0.181,0.0,0.006,0.0,2020Q3
UT,93,453537.0,4.169,4.059,1.129,1.078,1.708,1.667,0.845,0.785,2.46,2.378,4.505,0.0,0.187,0.145,0.097,0.103,0.505,0.49,0.074,0.0,2.272,2.183,0.182,0.0,0.006,0.0,2020Q4
UT,94,442935.0,4.165,4.056,1.141,1.104,1.69,1.639,0.847,0.815,2.475,2.391,5.866,0.0,0.196,0.154,0.099,0.104,0.48,0.468,0.069,0.0,2.267,2.193,0.204,0.0,0.005,0.0,2021Q1
UT,94,466879.0,4.028,3.956,1.099,1.063,1.64,1.588,0.828,0.793,2.388,2.321,6.978,0.0,0.181,0.14,0.091,0.096,0.479,0.459,0.062,0.0,2.157,2.125,0.229,0.0,0.003,0.0,2021Q2
UT,97,487422.0,3.938,3.859,1.079,1.027,1.634,1.576,0.8,0.759,2.304,2.241,8.26,0.0,0.188,0.143,0.091,0.094,0.494,0.476,0.062,0.0,2.08,2.018,0.219,0.0,0.004,0.0,2021Q3
UT,98,486039.0,3.923,3.876,1.088,1.054,1.634,1.588,0.808,0.776,2.29,2.234,9.682,0.0,0.186,0.15,0.094,0.098,0.485,0.462,0.061,0.0,2.05,1.973,0.237,0.062,0.003,0.0,2021Q4
UT,97,474000.0,3.941,3.882,1.11,1.063,1.645,1.595,0.826,0.789,2.296,2.239,11.207,0.0,0.195,0.151,0.09,0.088,0.473,0.448,0.062,0.0,2.016,1.948,0.277,0.106,0.004,0.0,2022Q1
UT,97,485025.0,3.912,3.876,1.082,1.025,1.603,1.554,0.812,0.767,2.308,2.268,12.447,0.0,0.183,0.142,0.088,0.095,0.464,0.436,0.057,0.0,2.011,1.995,0.291,0.09,0.006,0.0,2022Q2
UT,98,498942.0,3.864,3.85,1.066,1.022,1.593,1.556,0.791,0.757,2.272,2.253,13.977,0.0,0.187,0.145,0.088,0.09,0.469,0.443,0.057,0.0,1.986,2.018,0.279,0.088,0.007,0.0,2022Q3
UT,98,499207.0,3.87,3.84,1.063,1.013,1.586,1.536,0.794,0.759,2.284,2.258,13.667,0.0,0.182,0.133,0.087,0.091,0.462,0.426,0.061,0.0,2.002,2.004,0.27,0.105,0.012,0.0,2022Q4
UT,98,502258.0,3.916,3.89,1.069,1.02,1.585,1.542,0.793,0.751,2.33,2.296,13.463,0.0,0.192,0.148,0.085,0.089,0.446,0.408,0.07,0.0,1.996,2.005,0.324,0.137,0.01,0.0,2023Q1
UT,97,498671.0,3.981,3.896,1.075,1.025,1.587,1.55,0.809,0.769,2.394,2.309,11.527,0.0,0.184,0.129,0.083,0.084,0.446,0.406,0.066,0.0,2.037,2.032,0.347,0.137,0.01,0.0,2023Q2
UT,97,510295.0,3.923,3.793,1.051,0.986,1.578,1.541,0.784,0.736,2.345,2.253,9.28,0.0,0.185,0.124,0.082,0.082,0.456,0.419,0.071,0.0,2.016,1.952,0.314,0.125,0.014,0.0,2023Q3
UT,97,506721.0,3.876,3.78,1.042,1.001,1.556,1.528,0.78,0.752,2.319,2.258,7.898,0.0,0.176,0.127,0.086,0.089,0.442,0.395,0.072,0.0,2.034,1.971,0.269,0.052,0.016,0.0,2023Q4
UT,98,511611.0,3.897,3.766,1.056,1.02,1.575,1.531,0.797,0.771,2.322,2.237,5.727,0.0,0.172,0.123,0.088,0.094,0.453,0.399,0.066,0.0,2.046,1.99,0.261,0.0,0.015,0.0,2024Q1
UT,98,511573.0,3.873,3.746,1.045,1.003,1.564,1.522,0.789,0.755,2.309,2.222,4.544,0.0,0.167,0.118,0.089,0.099,0.452,0.393,0.067,0.0,2.06,1.999,0.233,0.0,0.015,0.0,2024Q2
UT,98,529307.0,3.848,3.727,1.029,0.989,1.555,1.515,0.772,0.745,2.292,2.212,3.997,0.0,0.169,0.113,0.088,0.097,0.461,0.406,0.065,0.0,2.054,1.991,0.222,0.0,0.016,0.0,2024Q3
VA,272,2437319.0,3.604,3.565,0.499,0.482,1.533,1.526,0.268,0.234,2.071,2.026,1.306,0.0,0.181,0.151,0.05,0.054,0.964,0.943,0.071,0.0,2.047,2.006,0.018,0.0,0.006,0.0,2017Q1
VA,273,2455046.0,3.619,3.586,0.492,0.48,1.528,1.514,0.269,0.237,2.091,2.054,2.189,0.0,0.174,0.141,0.05,0.054,0.966,0.942,0.07,0.0,2.067,2.028,0.002,0.0,0.022,0.0,2017Q2
VA,272,2501996.0,3.573,3.543,0.481,0.47,1.503,1.5,0.267,0.237,2.071,2.043,1.539,0.0,0.166,0.137,0.049,0.053,0.95,0.929,0.071,0.0,2.042,2.018,0.026,0.0,0.002,0.0,2017Q3
VA,274,2509619.0,3.627,3.602,0.487,0.477,1.518,1.518,0.272,0.241,2.109,2.068,1.932,0.0,0.165,0.13,0.05,0.056,0.959,0.938,0.072,0.0,2.083,2.045,0.023,0.0,0.004,0.0,2017Q4
VA,278,2478179.0,3.633,3.579,0.511,0.498,1.553,1.538,0.282,0.249,2.08,2.018,2.142,0.0,0.176,0.143,0.053,0.057,0.97,0.939,0.072,0.0,2.059,2.005,0.018,0.0,0.003,0.0,2018Q1
VA,280,2506792.0,3.641,3.603,0.505,0.488,1.547,1.541,0.28,0.247,2.093,2.039,2.742,0.0,0.172,0.141,0.054,0.06,0.965,0.941,0.077,0.0,2.074,2.026,0.017,0.0,0.003,0.0,2018Q2
VA,280,2522676.0,3.595,3.581,0.496,0.482,1.526,1.524,0.273,0.247,2.069,2.033,2.693,0.0,0.17,0.144,0.052,0.059,0.951,0.933,0.079,0.0,2.042,2.007,0.027,0.0,0.0,0.0,2018Q3
VA,270,2457898.0,3.618,3.572,0.505,0.485,1.537,1.522,0.282,0.249,2.081,2.037,2.696,0.0,0.17,0.148,0.052,0.058,0.951,0.932,0.081,0.0,2.046,2.01,0.033,0.0,0.001,0.0,2018Q4
VA,283,2530080.0,3.588,3.536,0.514,0.497,1.539,1.521,0.286,0.255,2.05,2.0,2.573,0.0,0.175,0.147,0.053,0.062,0.941,0.913,0.083,0.0,2.018,1.975,0.031,0.0,0.001,0.0,2019Q1
VA,285,2539562.0,3.607,3.552,0.522,0.508,1.546,1.531,0.296,0.266,2.061,2.009,2.58,0.0,0.173,0.152,0.053,0.06,0.944,0.911,0.079,0.0,2.023,1.98,0.037,0.0,0.001,0.0,2019Q2
VA,287,2571877.0,3.629,3.57,0.524,0.509,1.557,1.532,0.301,0.276,2.072,2.023,2.874,0.0,0.169,0.149,0.053,0.059,0.954,0.93,0.079,0.0,2.03,1.984,0.039,0.0,0.003,0.0,2019Q3
VA,284,2559362.0,3.611,3.533,0.528,0.514,1.554,1.529,0.305,0.273,2.057,2.003,3.258,0.0,0.169,0.148,0.054,0.059,0.947,0.919,0.079,0.0,2.019,1.969,0.035,0.0,0.003,0.0,2019Q4
VA,207,1812472.0,3.691,3.631,0.548,0.542,1.6,1.589,0.316,0.285,2.091,2.033,2.993,0.0,0.175,0.156,0.057,0.063,0.969,0.934,0.083,0.0,2.045,1.99,0.045,0.0,0.002,0.0,2020Q1
VA,281,2293692.0,3.713,3.667,0.571,0.547,1.635,1.613,0.329,0.289,2.078,2.031,3.669,0.0,0.179,0.158,0.063,0.071,0.979,0.941,0.085,0.021,2.001,1.952,0.074,0.0,0.003,0.0,2020Q2
VA,284,2268282.0,3.665,3.646,0.582,0.557,1.636,1.612,0.34,0.304,2.029,2.004,4.133,0.0,0.181,0.154,0.061,0.068,0.968,0.938,0.087,0.0,1.927,1.903,0.1,0.0,0.002,0.0,2020Q3
VA,280,2193533.0,3.721,3.705,0.579,0.567,1.669,1.655,0.341,0.309,2.052,2.027,5.375,0.0,0.175,0.151,0.064,0.071,1.003,0.977,0.087,0.0,1.936,1.915,0.113,0.0,0.003,0.0,2020Q4
VA,284,2118614.0,3.727,3.68,0.587,0.565,1.687,1.669,0.335,0.3,2.04,1.997,6.132,0.0,0.186,0.164,0.066,0.073,1.008,0.98,0.092,0.0,1.911,1.881,0.126,0.0,0.003,0.0,2021Q1
