STATE,Facility_Count,Total_Resident_Days,Total_HPRD,Median_Total_HPRD,RN_HPRD,Median_RN_HPRD,Nurse_Care_HPRD,Median_Nurse_Care_HPRD,RN_Care_HPRD,Median_RN_Care_HPRD,Nurse_Assistant_HPRD,Median_Nurse_Assistant_HPRD,Contract_Staff_Percentage,Median_Contract_Staff_Percentage,RN_Admin_HPRD,Median_RN_Admin_HPRD,RN_DON_HPRD,Median_RN_DON_HPRD,LPN_HPRD,Median_LPN_HPRD,LPN_Admin_HPRD,Median_LPN_Admin_HPRD,CNA_HPRD,Median_CNA_HPRD,NAtr_HPRD,Median_NAtr_HPRD,MedAide_HPRD,Median_MedAide_HPRD,CY_Qtr
AK,10,41468.0,6.61,6.772,1.764,1.861,2.481,2.626,1.126,1.222,4.129,4.2,0.465,0.0,0.548,0.478,0.09,0.083,0.699,0.663,0.017,0.0,4.053,4.118,0.032,0.0,0.044,0.0,2017Q1
AK,11,43431.0,6.678,6.841,1.814,2.02,2.504,2.625,1.188,1.33,4.174,4.27,2.258,0.0,0.541,0.356,0.085,0.053,0.674,0.561,0.017,0.0,4.11,4.196,0.043,0.0,0.021,0.0,2017Q2
AK,12,47220.0,6.518,6.669,1.754,1.75,2.486,2.587,1.168,1.2,4.032,4.176,1.792,0.0,0.489,0.364,0.098,0.085,0.702,0.6,0.03,0.0,3.946,4.044,0.047,0.0,0.038,0.0,2017Q3
AK,13,48686.0,6.647,6.786,1.832,1.902,2.551,2.687,1.171,1.2,4.097,4.194,2.407,0.0,0.542,0.525,0.119,0.092,0.686,0.579,0.033,0.0,4.016,4.088,0.047,0.0,0.034,0.0,2017Q4
AK,10,38432.0,6.469,6.623,1.752,1.769,2.398,2.416,1.153,1.138,4.071,4.157,2.167,0.0,0.465,0.347,0.133,0.135,0.562,0.471,0.084,0.0,3.996,4.058,0.023,0.0,0.052,0.0,2018Q1
AK,10,43665.0,6.338,6.457,1.764,1.626,2.429,2.55,1.175,1.126,3.909,4.042,1.935,0.0,0.477,0.441,0.112,0.094,0.625,0.594,0.04,0.0,3.852,3.932,0.014,0.0,0.043,0.0,2018Q2
AK,12,48832.0,6.307,6.612,1.76,1.755,2.358,2.457,1.252,1.268,3.949,4.095,3.977,0.0,0.433,0.368,0.075,0.0,0.564,0.445,0.033,0.0,3.897,4.016,0.012,0.0,0.04,0.0,2018Q3
AK,11,45554.0,6.334,6.501,1.868,1.851,2.488,2.649,1.355,1.386,3.846,3.979,2.496,0.0,0.414,0.292,0.099,0.083,0.591,0.531,0.029,0.0,3.793,3.862,0.016,0.0,0.037,0.0,2018Q4
AK,10,44207.0,6.361,6.5,1.848,1.859,2.523,2.687,1.338,1.361,3.838,3.84,2.62,0.0,0.418,0.308,0.091,0.083,0.636,0.577,0.039,0.0,3.764,3.75,0.035,0.0,0.039,0.0,2019Q1
AK,9,43262.0,6.249,6.365,1.833,1.815,2.51,2.405,1.285,1.312,3.74,3.817,0.853,0.0,0.465,0.339,0.083,0.084,0.653,0.556,0.024,0.0,3.681,3.708,0.014,0.0,0.044,0.0,2019Q2
AK,10,44483.0,6.319,6.423,1.85,1.894,2.475,2.398,1.319,1.375,3.844,3.971,1.218,0.0,0.449,0.304,0.081,0.019,0.601,0.48,0.025,0.0,3.768,3.795,0.034,0.0,0.042,0.0,2019Q3
AK,9,44833.0,6.146,6.268,1.83,1.974,2.322,2.497,1.376,1.463,3.824,3.945,1.499,0.0,0.39,0.253,0.064,0.0,0.477,0.434,0.016,0.0,3.772,3.844,0.009,0.0,0.042,0.0,2019Q4
AK,10,44478.0,6.386,6.414,1.879,1.998,2.456,2.566,1.356,1.385,3.93,4.018,2.746,0.0,0.462,0.333,0.061,0.0,0.554,0.462,0.024,0.0,3.885,3.908,0.008,0.0,0.037,0.0,2020Q1
AK,12,46454.0,6.557,6.553,1.896,2.023,2.517,2.614,1.361,1.405,4.039,4.139,4.016,0.0,0.464,0.333,0.072,0.0,0.583,0.48,0.038,0.0,3.982,4.05,0.022,0.0,0.035,0.0,2020Q2
AK,9,40671.0,6.086,6.18,1.726,1.816,2.263,2.261,1.346,1.399,3.823,3.99,1.328,0.0,0.302,0.152,0.078,0.0,0.487,0.413,0.05,0.0,3.783,3.934,0.04,0.0,0.0,0.0,2020Q3
AK,8,36915.0,6.347,6.41,1.799,1.889,2.439,2.558,1.358,1.294,3.908,3.97,2.458,0.0,0.354,0.162,0.088,0.096,0.595,0.543,0.045,0.0,3.848,3.911,0.06,0.0,0.0,0.0,2020Q4
AK,11,42152.0,6.37,6.624,1.729,1.692,2.372,2.361,1.231,1.153,3.998,4.158,8.351,0.0,0.403,0.298,0.095,0.081,0.599,0.526,0.044,0.0,3.964,4.136,0.034,0.0,0.0,0.0,2021Q1
AK,11,47233.0,5.923,6.405,1.657,1.676,2.27,2.31,1.201,1.143,3.653,3.837,7.702,3.987,0.379,0.297,0.077,0.0,0.589,0.518,0.024,0.0,3.623,3.82,0.03,0.0,0.0,0.0,2021Q2
AK,10,45964.0,5.611,5.858,1.679,1.787,2.189,2.294,1.236,1.25,3.422,3.639,4.524,0.0,0.383,0.178,0.06,0.0,0.487,0.428,0.023,0.0,3.354,3.551,0.015,0.0,0.053,0.0,2021Q3
AK,12,49390.0,6.266,6.569,1.84,1.828,2.415,2.487,1.384,1.341,3.851,3.99,15.124,14.503,0.366,0.174,0.09,0.08,0.565,0.49,0.01,0.0,3.728,3.863,0.06,0.0,0.062,0.0,2021Q4
AK,14,57036.0,6.041,6.339,1.876,2.037,2.484,2.69,1.37,1.357,3.557,3.727,9.682,7.503,0.417,0.231,0.089,0.08,0.583,0.522,0.026,0.0,3.391,3.518,0.101,0.0,0.064,0.0,2022Q1
AK,16,60360.0,5.886,6.399,1.713,1.804,2.346,2.485,1.287,1.268,3.54,3.83,11.8,7.995,0.346,0.208,0.079,0.0,0.6,0.5,0.034,0.0,3.415,3.656,0.048,0.0,0.077,0.0,2022Q2
AK,16,60606.0,5.82,6.436,1.688,1.708,2.269,2.429,1.248,1.275,3.55,3.847,10.599,7.404,0.362,0.287,0.078,0.0,0.545,0.483,0.036,0.0,3.406,3.697,0.052,0.0,0.092,0.0,2022Q3
AK,15,58087.0,5.997,6.545,1.844,1.967,2.473,2.639,1.346,1.383,3.523,3.885,10.604,6.532,0.416,0.368,0.082,0.0,0.597,0.462,0.032,0.0,3.367,3.7,0.052,0.0,0.105,0.0,2022Q4
AK,13,56251.0,5.905,6.249,1.808,1.934,2.42,2.608,1.358,1.436,3.485,3.787,10.803,4.468,0.369,0.274,0.08,0.0,0.572,0.527,0.041,0.0,3.309,3.508,0.088,0.0,0.089,0.0,2023Q1
AK,15,59256.0,6.133,6.561,1.776,1.987,2.399,2.549,1.342,1.538,3.734,3.999,10.617,2.796,0.345,0.204,0.088,0.0,0.564,0.48,0.059,0.0,3.565,3.84,0.079,0.0,0.09,0.0,2023Q2
AK,15,56209.0,6.218,7.199,1.759,1.884,2.433,2.757,1.31,1.406,3.785,4.193,12.644,6.24,0.33,0.286,0.119,0.111,0.631,0.546,0.043,0.0,3.649,4.096,0.036,0.0,0.1,0.0,2023Q3
AK,17,60322.0,6.369,7.077,1.747,1.823,2.528,2.808,1.284,1.343,3.842,4.154,17.283,12.532,0.333,0.208,0.13,0.119,0.76,0.631,0.021,0.0,3.704,4.086,0.084,0.0,0.054,0.0,2023Q4
AK,15,58689.0,6.258,6.768,1.803,1.972,2.523,2.701,1.374,1.435,3.735,4.033,11.99,4.771,0.322,0.219,0.108,0.085,0.677,0.522,0.043,0.0,3.545,3.855,0.117,0.0,0.072,0.0,2024Q1
AK,14,57965.0,6.012,6.497,1.779,1.828,2.479,2.616,1.365,1.439,3.534,3.755,10.229,5.948,0.308,0.185,0.107,0.105,0.662,0.522,0.037,0.0,3.385,3.629,0.071,0.0,0.078,0.0,2024Q2
AK,17,63015.0,6.017,6.495,1.771,2.0,2.455,2.658,1.386,1.582,3.562,3.933,12.85,8.678,0.277,0.121,0.108,0.09,0.677,0.471,0.007,0.0,3.385,3.748,0.108,0.0,0.069,0.0,2024Q3
AL,214,1954065.0,3.98,3.978,0.517,0.519,1.51,1.52,0.311,0.278,2.469,2.468,0.332,0.0,0.151,0.126,0.054,0.058,0.903,0.901,0.09,0.0,2.428,2.414,0.041,0.0,0.0,0.0,2017Q1
AL,205,1852421.0,4.011,3.977,0.524,0.524,1.524,1.538,0.306,0.265,2.487,2.465,1.777,0.0,0.164,0.138,0.054,0.058,0.906,0.901,0.093,0.0,2.429,2.403,0.0,0.0,0.058,0.0,2017Q2
AL,214,1979537.0,3.964,3.948,0.516,0.511,1.488,1.502,0.311,0.281,2.476,2.469,0.239,0.0,0.152,0.127,0.053,0.057,0.888,0.878,0.084,0.0,2.412,2.409,0.064,0.0,0.0,0.0,2017Q3
AL,213,1976318.0,4.021,3.99,0.515,0.508,1.505,1.511,0.305,0.271,2.516,2.511,0.178,0.0,0.157,0.134,0.053,0.058,0.903,0.895,0.086,0.0,2.461,2.458,0.055,0.0,0.0,0.0,2017Q4
AL,215,1945671.0,4.009,3.979,0.531,0.522,1.535,1.53,0.321,0.282,2.475,2.452,0.205,0.0,0.155,0.134,0.055,0.059,0.919,0.904,0.084,0.0,2.419,2.401,0.055,0.0,0.0,0.0,2018Q1
AL,215,1964382.0,3.965,3.933,0.528,0.522,1.509,1.511,0.326,0.293,2.456,2.436,0.309,0.0,0.147,0.128,0.054,0.058,0.903,0.894,0.078,0.0,2.393,2.378,0.063,0.0,0.0,0.0,2018Q2
AL,217,2016123.0,3.964,3.92,0.528,0.519,1.498,1.503,0.326,0.297,2.465,2.446,0.242,0.0,0.15,0.129,0.053,0.059,0.892,0.871,0.078,0.0,2.386,2.369,0.079,0.0,0.0,0.0,2018Q3
AL,218,2029961.0,3.926,3.873,0.537,0.533,1.494,1.492,0.334,0.308,2.432,2.409,0.222,0.0,0.149,0.126,0.054,0.06,0.881,0.862,0.077,0.0,2.357,2.338,0.075,0.0,0.0,0.0,2018Q4
AL,222,2025433.0,3.864,3.846,0.543,0.541,1.492,1.503,0.34,0.32,2.372,2.366,0.304,0.0,0.151,0.129,0.052,0.058,0.874,0.86,0.075,0.0,2.31,2.312,0.063,0.0,0.0,0.0,2019Q1
AL,221,2038764.0,3.875,3.84,0.548,0.546,1.491,1.504,0.34,0.321,2.384,2.36,0.295,0.0,0.154,0.129,0.054,0.06,0.868,0.852,0.075,0.0,2.313,2.298,0.071,0.0,0.0,0.0,2019Q2
AL,223,2074198.0,3.889,3.849,0.547,0.545,1.479,1.48,0.344,0.323,2.41,2.388,0.276,0.0,0.151,0.125,0.052,0.058,0.853,0.834,0.078,0.0,2.33,2.31,0.081,0.0,0.0,0.0,2019Q3
AL,224,2083097.0,3.867,3.836,0.552,0.549,1.471,1.472,0.352,0.329,2.397,2.383,0.574,0.0,0.148,0.123,0.053,0.058,0.844,0.826,0.074,0.0,2.328,2.318,0.068,0.0,0.0,0.0,2019Q4
AL,191,1735189.0,3.89,3.896,0.56,0.563,1.499,1.517,0.356,0.331,2.391,2.392,0.358,0.0,0.153,0.131,0.051,0.06,0.853,0.847,0.086,0.0,2.308,2.316,0.084,0.0,0.0,0.0,2020Q1
AL,222,1879494.0,3.965,3.953,0.591,0.588,1.562,1.558,0.369,0.348,2.402,2.401,0.505,0.0,0.16,0.136,0.061,0.067,0.887,0.871,0.085,0.0,2.305,2.306,0.097,0.0,0.0,0.0,2020Q2
AL,222,1798909.0,3.966,3.935,0.616,0.617,1.592,1.588,0.389,0.366,2.374,2.364,1.093,0.0,0.165,0.14,0.062,0.069,0.89,0.865,0.086,0.0,2.267,2.277,0.106,0.0,0.0,0.0,2020Q3
AL,222,1767794.0,4.01,3.995,0.607,0.604,1.598,1.594,0.384,0.361,2.411,2.389,1.706,0.0,0.162,0.137,0.061,0.068,0.905,0.881,0.086,0.0,2.292,2.289,0.118,0.0,0.001,0.0,2020Q4
AL,221,1667110.0,3.986,3.942,0.618,0.613,1.623,1.614,0.387,0.357,2.363,2.322,1.862,0.0,0.167,0.145,0.064,0.07,0.914,0.884,0.091,0.0,2.248,2.215,0.111,0.0,0.003,0.0,2021Q1
AL,223,1750192.0,3.751,3.732,0.598,0.594,1.539,1.531,0.377,0.355,2.212,2.185,2.086,0.0,0.159,0.133,0.062,0.065,0.853,0.828,0.089,0.0,2.099,2.079,0.1,0.0,0.013,0.0,2021Q2
AL,220,1784718.0,3.678,3.667,0.572,0.576,1.477,1.481,0.365,0.343,2.201,2.186,2.854,0.0,0.149,0.122,0.058,0.061,0.82,0.801,0.084,0.0,2.045,2.055,0.136,0.0,0.02,0.0,2021Q3
AL,216,1779486.0,3.689,3.657,0.539,0.541,1.432,1.426,0.341,0.313,2.257,2.232,3.604,0.0,0.142,0.114,0.057,0.061,0.812,0.79,0.081,0.0,2.07,2.073,0.156,0.0,0.031,0.0,2021Q4
AL,187,1451836.0,3.607,3.602,0.552,0.546,1.443,1.452,0.363,0.333,2.164,2.148,5.004,0.0,0.128,0.101,0.061,0.066,0.826,0.82,0.064,0.0,2.048,2.058,0.091,0.0,0.025,0.0,2022Q1
AL,220,1823806.0,3.678,3.664,0.535,0.536,1.41,1.42,0.353,0.333,2.268,2.247,4.868,0.0,0.124,0.108,0.058,0.065,0.805,0.791,0.07,0.0,2.076,2.076,0.145,0.0,0.047,0.0,2022Q2
AL,214,1803873.0,3.751,3.732,0.544,0.539,1.41,1.404,0.361,0.337,2.342,2.304,4.116,0.0,0.128,0.108,0.055,0.062,0.795,0.781,0.071,0.0,2.118,2.117,0.159,0.0,0.065,0.0,2022Q3
AL,220,1867197.0,3.694,3.69,0.52,0.522,1.363,1.366,0.347,0.324,2.332,2.314,3.352,0.0,0.119,0.102,0.054,0.059,0.77,0.754,0.072,0.0,2.077,2.083,0.156,0.0,0.098,0.0,2022Q4
AL,220,1844450.0,3.729,3.724,0.547,0.555,1.395,1.402,0.36,0.338,2.334,2.309,3.1,0.0,0.129,0.111,0.058,0.066,0.769,0.75,0.079,0.0,2.068,2.06,0.148,0.0,0.118,0.0,2023Q1
AL,219,1875168.0,3.734,3.747,0.532,0.547,1.37,1.386,0.349,0.33,2.363,2.341,2.951,0.0,0.127,0.11,0.057,0.063,0.758,0.743,0.08,0.0,2.09,2.088,0.146,0.0,0.128,0.0,2023Q2
AL,223,1925822.0,3.829,3.827,0.549,0.554,1.371,1.384,0.366,0.349,2.458,2.427,1.94,0.0,0.126,0.107,0.057,0.061,0.743,0.726,0.08,0.0,2.154,2.155,0.159,0.0,0.144,0.0,2023Q3
AL,220,1910041.0,3.827,3.819,0.547,0.552,1.366,1.375,0.371,0.351,2.461,2.43,1.485,0.0,0.123,0.102,0.054,0.062,0.739,0.727,0.079,0.0,2.178,2.174,0.133,0.0,0.15,0.0,2023Q4
AL,223,1936552.0,3.79,3.789,0.566,0.572,1.383,1.394,0.382,0.361,2.407,2.376,1.52,0.0,0.129,0.106,0.055,0.063,0.735,0.724,0.083,0.0,2.116,2.106,0.133,0.0,0.158,0.0,2024Q1
AL,222,1936720.0,3.857,3.837,0.573,0.582,1.385,1.401,0.388,0.373,2.472,2.438,1.4,0.0,0.131,0.107,0.054,0.063,0.728,0.718,0.083,0.0,2.161,2.146,0.138,0.0,0.173,0.002,2024Q2
AL,223,1976108.0,3.883,3.854,0.589,0.591,1.385,1.396,0.405,0.39,2.498,2.462,1.276,0.0,0.131,0.105,0.053,0.062,0.715,0.7,0.081,0.0,2.191,2.186,0.132,0.0,0.176,0.05,2024Q3
AR,193,1365357.0,4.035,3.997,0.32,0.3,1.343,1.356,0.169,0.138,2.692,2.612,2.66,0.0,0.077,0.066,0.073,0.087,0.91,0.91,0.113,0.0,2.545,2.503,0.143,0.0,0.003,0.0,2017Q1
AR,201,1415707.0,4.029,4.007,0.318,0.299,1.332,1.343,0.155,0.125,2.696,2.628,5.179,0.0,0.092,0.086,0.071,0.086,0.895,0.901,0.119,0.071,2.583,2.548,0.004,0.0,0.109,0.0,2017Q2
AR,211,1513803.0,4.091,4.035,0.311,0.287,1.344,1.356,0.153,0.127,2.747,2.659,1.734,0.0,0.089,0.077,0.069,0.083,0.927,0.914,0.107,0.065,2.631,2.577,0.112,0.0,0.004,0.0,2017Q3
AR,177,1277741.0,4.045,4.045,0.317,0.287,1.332,1.344,0.155,0.117,2.714,2.669,2.485,0.0,0.095,0.081,0.066,0.079,0.891,0.896,0.124,0.059,2.585,2.569,0.123,0.0,0.005,0.0,2017Q4
AR,212,1486905.0,4.088,4.021,0.331,0.309,1.366,1.376,0.169,0.136,2.722,2.626,2.644,0.0,0.088,0.078,0.074,0.087,0.911,0.918,0.123,0.063,2.628,2.546,0.089,0.0,0.005,0.0,2018Q1
AR,207,1461827.0,4.151,4.098,0.323,0.301,1.367,1.38,0.162,0.135,2.784,2.711,1.102,0.0,0.088,0.079,0.072,0.085,0.92,0.924,0.124,0.064,2.661,2.611,0.118,0.0,0.005,0.0,2018Q2
AR,207,1488656.0,4.187,4.117,0.323,0.308,1.368,1.375,0.166,0.14,2.819,2.736,0.594,0.0,0.087,0.08,0.069,0.085,0.93,0.923,0.114,0.033,2.701,2.643,0.113,0.0,0.004,0.0,2018Q3
AR,217,1553557.0,4.153,4.127,0.33,0.308,1.367,1.37,0.167,0.136,2.786,2.727,0.558,0.0,0.091,0.085,0.073,0.085,0.926,0.926,0.11,0.015,2.681,2.639,0.101,0.0,0.004,0.0,2018Q4
AR,220,1518636.0,4.1,4.057,0.35,0.325,1.382,1.384,0.182,0.149,2.719,2.643,0.573,0.0,0.093,0.082,0.075,0.086,0.918,0.914,0.114,0.047,2.617,2.555,0.099,0.0,0.002,0.0,2019Q1
AR,218,1531558.0,4.022,4.025,0.341,0.319,1.343,1.359,0.184,0.152,2.679,2.629,0.71,0.0,0.086,0.057,0.071,0.085,0.89,0.894,0.113,0.039,2.562,2.53,0.114,0.0,0.002,0.0,2019Q2
AR,219,1569725.0,4.084,4.04,0.343,0.318,1.369,1.379,0.185,0.153,2.715,2.639,0.622,0.0,0.087,0.073,0.072,0.087,0.907,0.908,0.118,0.075,2.608,2.551,0.105,0.0,0.002,0.0,2019Q3
AR,218,1559374.0,4.11,4.022,0.349,0.329,1.381,1.384,0.19,0.156,2.729,2.634,0.673,0.0,0.086,0.071,0.073,0.088,0.922,0.918,0.11,0.077,2.63,2.554,0.098,0.0,0.002,0.0,2019Q4
AR,208,1479271.0,4.085,3.993,0.365,0.342,1.389,1.398,0.198,0.167,2.696,2.582,0.472,0.0,0.095,0.081,0.072,0.088,0.902,0.904,0.121,0.089,2.6,2.505,0.093,0.0,0.003,0.0,2020Q1
AR,208,1414729.0,4.175,4.097,0.392,0.372,1.454,1.458,0.204,0.172,2.72,2.625,0.685,0.0,0.109,0.098,0.079,0.094,0.943,0.937,0.119,0.084,2.595,2.523,0.124,0.0,0.002,0.0,2020Q2
AR,213,1400585.0,4.181,4.119,0.405,0.387,1.487,1.482,0.21,0.182,2.694,2.615,0.82,0.0,0.116,0.103,0.079,0.092,0.95,0.944,0.132,0.087,2.497,2.439,0.195,0.0,0.002,0.0,2020Q3
AR,211,1292824.0,4.392,4.335,0.417,0.393,1.575,1.573,0.21,0.177,2.817,2.729,0.795,0.0,0.123,0.11,0.084,0.1,1.024,1.012,0.134,0.081,2.595,2.541,0.22,0.0,0.002,0.0,2020Q4
AR,214,1225811.0,4.248,4.193,0.423,0.399,1.555,1.571,0.21,0.175,2.693,2.6,0.972,0.0,0.125,0.112,0.088,0.107,0.993,0.99,0.14,0.095,2.516,2.452,0.174,0.0,0.003,0.0,2021Q1
AR,216,1300022.0,4.006,3.969,0.397,0.375,1.469,1.485,0.196,0.159,2.536,2.459,1.184,0.0,0.115,0.108,0.086,0.103,0.928,0.924,0.144,0.112,2.389,2.329,0.144,0.0,0.003,0.0,2021Q2
AR,219,1368001.0,3.86,3.821,0.374,0.356,1.401,1.414,0.186,0.154,2.459,2.394,1.478,0.0,0.105,0.096,0.082,0.098,0.894,0.895,0.133,0.093,2.31,2.266,0.147,0.0,0.002,0.0,2021Q3
AR,213,1301776.0,3.878,3.858,0.363,0.347,1.383,1.394,0.179,0.152,2.495,2.436,1.709,0.0,0.107,0.095,0.078,0.094,0.892,0.893,0.127,0.085,2.324,2.27,0.169,0.0,0.003,0.0,2021Q4
AR,208,1292741.0,3.819,3.765,0.37,0.342,1.394,1.395,0.181,0.154,2.425,2.345,2.1,0.0,0.111,0.101,0.078,0.095,0.886,0.882,0.138,0.105,2.277,2.215,0.144,0.0,0.005,0.0,2022Q1
AR,215,1375158.0,3.871,3.83,0.36,0.338,1.374,1.38,0.175,0.147,2.497,2.418,3.404,0.0,0.108,0.103,0.077,0.094,0.874,0.875,0.141,0.108,2.33,2.259,0.162,0.0,0.005,0.0,2022Q2
AR,215,1413818.0,3.884,3.835,0.356,0.334,1.369,1.377,0.168,0.138,2.515,2.447,3.215,0.0,0.112,0.105,0.076,0.093,0.868,0.869,0.145,0.115,2.326,2.275,0.18,0.08,0.008,0.0,2022Q3
AR,214,1422969.0,3.866,3.81,0.351,0.33,1.35,1.36,0.167,0.14,2.515,2.435,3.095,0.0,0.11,0.099,0.074,0.092,0.861,0.86,0.138,0.113,2.332,2.291,0.164,0.056,0.019,0.0,2022Q4
AR,215,1410505.0,3.866,3.79,0.36,0.342,1.356,1.363,0.17,0.142,2.509,2.416,2.661,0.0,0.114,0.102,0.076,0.093,0.851,0.842,0.146,0.125,2.319,2.256,0.159,0.057,0.032,0.0,2023Q1
AR,215,1433527.0,3.931,3.875,0.358,0.339,1.345,1.358,0.171,0.14,2.586,2.487,2.084,0.0,0.114,0.101,0.073,0.09,0.844,0.842,0.143,0.12,2.38,2.304,0.169,0.077,0.037,0.0,2023Q2
AR,214,1461252.0,3.992,3.919,0.358,0.338,1.341,1.356,0.171,0.139,2.65,2.547,2.2,0.0,0.115,0.1,0.072,0.089,0.842,0.841,0.141,0.114,2.416,2.346,0.187,0.088,0.047,0.0,2023Q3
AR,211,1455071.0,4.019,3.959,0.358,0.337,1.334,1.35,0.168,0.133,2.685,2.584,2.506,0.0,0.118,0.103,0.073,0.088,0.827,0.83,0.148,0.122,2.462,2.381,0.163,0.08,0.06,0.0,2023Q4
AR,217,1464883.0,3.982,3.924,0.386,0.353,1.353,1.367,0.18,0.146,2.629,2.535,2.411,0.0,0.129,0.107,0.078,0.09,0.815,0.813,0.152,0.128,2.419,2.353,0.13,0.0,0.08,0.0,2024Q1
AR,216,1465460.0,4.071,4.017,0.386,0.349,1.351,1.362,0.182,0.147,2.72,2.632,2.294,0.0,0.127,0.106,0.076,0.09,0.816,0.805,0.149,0.129,2.489,2.418,0.131,0.0,0.1,0.0,2024Q2
AR,216,1504428.0,4.071,4.001,0.38,0.344,1.347,1.357,0.18,0.147,2.724,2.64,2.153,0.0,0.125,0.105,0.075,0.09,0.822,0.815,0.145,0.125,2.491,2.424,0.126,0.0,0.107,0.0,2024Q3
AZ,135,1039175.0,3.913,3.794,0.614,0.613,1.627,1.607,0.461,0.448,2.286,2.175,0.928,0.0,0.098,0.057,0.056,0.055,0.929,0.908,0.083,0.0,2.272,2.159,0.012,0.0,0.002,0.0,2017Q1
AZ,126,959836.0,4.015,3.902,0.643,0.651,1.688,1.653,0.475,0.473,2.327,2.246,1.464,0.0,0.107,0.072,0.061,0.075,0.956,0.933,0.089,0.0,2.316,2.234,0.0,0.0,0.012,0.0,2017Q2
AZ,132,999080.0,4.057,3.914,0.642,0.642,1.668,1.642,0.481,0.482,2.388,2.251,1.138,0.0,0.098,0.069,0.063,0.072,0.935,0.905,0.091,0.0,2.374,2.237,0.011,0.0,0.002,0.0,2017Q3
AZ,131,953429.0,4.008,3.903,0.654,0.656,1.675,1.654,0.481,0.471,2.332,2.22,0.86,0.0,0.11,0.082,0.063,0.074,0.931,0.916,0.09,0.0,2.318,2.203,0.012,0.0,0.003,0.0,2017Q4
AZ,140,1027388.0,4.015,3.917,0.664,0.671,1.7,1.683,0.489,0.49,2.315,2.213,0.958,0.0,0.115,0.088,0.061,0.067,0.946,0.915,0.09,0.042,2.298,2.193,0.014,0.0,0.003,0.0,2018Q1
AZ,142,1014179.0,4.131,4.018,0.69,0.694,1.755,1.72,0.51,0.505,2.375,2.267,1.644,0.0,0.112,0.086,0.068,0.08,0.961,0.93,0.104,0.047,2.354,2.243,0.019,0.0,0.003,0.0,2018Q2
AZ,146,1055984.0,4.141,4.022,0.693,0.713,1.746,1.717,0.514,0.524,2.395,2.286,2.122,0.0,0.11,0.076,0.068,0.078,0.965,0.93,0.088,0.033,2.372,2.262,0.02,0.0,0.003,0.0,2018Q3
AZ,146,1064191.0,4.13,3.948,0.698,0.704,1.744,1.7,0.515,0.52,2.386,2.247,1.973,0.0,0.115,0.086,0.067,0.078,0.963,0.929,0.083,0.0,2.362,2.222,0.022,0.0,0.003,0.0,2018Q4
AZ,147,1080635.0,4.009,3.907,0.695,0.703,1.719,1.698,0.508,0.512,2.29,2.186,1.693,0.0,0.12,0.093,0.068,0.075,0.939,0.905,0.085,0.0,2.257,2.149,0.031,0.0,0.003,0.0,2019Q1
AZ,141,1043012.0,4.024,3.911,0.705,0.712,1.734,1.717,0.522,0.524,2.29,2.192,1.967,0.0,0.117,0.097,0.066,0.075,0.946,0.903,0.083,0.0,2.245,2.141,0.04,0.0,0.005,0.0,2019Q2
AZ,144,1075667.0,4.062,3.929,0.701,0.7,1.727,1.703,0.517,0.514,2.335,2.222,2.119,0.0,0.118,0.092,0.065,0.073,0.94,0.908,0.086,0.0,2.296,2.177,0.036,0.0,0.004,0.0,2019Q3
AZ,143,1070787.0,4.045,3.903,0.688,0.697,1.721,1.688,0.508,0.518,2.325,2.204,1.9,0.0,0.112,0.082,0.067,0.077,0.947,0.913,0.086,0.0,2.293,2.169,0.03,0.0,0.002,0.0,2019Q4
AZ,114,913253.0,3.993,3.914,0.667,0.677,1.741,1.725,0.492,0.498,2.252,2.179,2.15,0.0,0.113,0.081,0.062,0.07,0.993,0.951,0.082,0.0,2.227,2.151,0.021,0.0,0.003,0.0,2020Q1
AZ,137,901481.0,4.246,4.159,0.748,0.752,1.858,1.826,0.538,0.53,2.388,2.29,2.318,0.0,0.134,0.097,0.076,0.082,1.016,0.993,0.094,0.0,2.351,2.252,0.035,0.0,0.003,0.0,2020Q2
AZ,140,900858.0,4.264,4.176,0.768,0.769,1.915,1.893,0.558,0.547,2.349,2.264,2.453,0.0,0.132,0.096,0.078,0.083,1.047,1.021,0.101,0.0,2.286,2.201,0.059,0.0,0.004,0.0,2020Q3
AZ,143,925400.0,4.234,4.125,0.743,0.735,1.898,1.869,0.534,0.517,2.336,2.216,2.79,0.0,0.129,0.091,0.08,0.084,1.053,1.028,0.103,0.0,2.258,2.137,0.075,0.0,0.003,0.0,2020Q4
AZ,145,920813.0,4.178,4.119,0.718,0.714,1.893,1.871,0.523,0.504,2.285,2.215,3.598,0.0,0.123,0.073,0.072,0.077,1.064,1.035,0.112,0.045,2.2,2.127,0.082,0.0,0.003,0.0,2021Q1
AZ,142,920629.0,4.059,3.935,0.692,0.681,1.833,1.791,0.505,0.474,2.226,2.139,4.514,0.0,0.116,0.07,0.072,0.082,1.031,0.998,0.109,0.048,2.128,2.029,0.094,0.0,0.004,0.0,2021Q2
AZ,140,948058.0,3.989,3.871,0.662,0.64,1.775,1.715,0.482,0.448,2.214,2.129,5.162,0.0,0.111,0.068,0.069,0.078,1.013,0.99,0.1,0.002,2.093,2.016,0.116,0.0,0.005,0.0,2021Q3
